1.733872238,1.551473826,156.3195822,6.295650816,45.29770264
234.789309,2.484115571,254.5342968,161.9254542,63.47982555
240.2591024,2.573093218,242.1190481,233.6671061,73.39859087
293.0018626,179.7460082,220.9788571,252.3338195,213.0616467
276.7237743,311.1002154,211.0767572,294.548429,200.1848904
278.0488231,278.0268908,225.1929546,324.6614149,218.5251421
293.0018626,358.5397272,354.8029772,341.0575278,240.3777897
318.7969974,320.2633908,286.8612609,390.3249861,284.0830016
332.9658394,279.7112897,347.2532447,348.5046875,180.2834257
325.8817428,352.3570545,279.312911,305.3040536,191.2094993
262.1218459,287.0780651,264.2149438,348.397245,240.3776229
374.6161971,265.6786814,309.5093061,250.924026,229.451716
390.0471831,270.6987648,271.7644458,362.4081355,251.317371
465.0067333,280.0852749,286.862413,259.5694638,196.673495
532.8205603,289.5973955,271.7638698,346.9722036,191.2092492
358.7973496,324.6192327,332.1565449,366.9262285,213.0623971
468.6726949,351.9430182,279.3125653,352.6010368,174.8204305
488.682284,319.2384842,295.4945772,240.8927628,191.2094993
422.159979,308.4080066,256.6646352,317.9934728,207.5986515
348.7547543,352.2485573,249.1172071,278.8041542,256.767192
413.0322155,276.066306,249.1169766,257.8946964,240.3778731
408.9665042,334.7142682,309.5090757,253.0391769,251.3046972
435.0244429,360.5205352,287.8094705,318.0954377,262.2312711
375.0058878,299.8007299,332.1560841,292.5553117,174.8202638
461.5900434,306.5725439,271.7638698,340.4778068,251.3046972
426.4671684,272.1983304,332.1565449,285.774399,213.0622303
372.9753365,265.3552475,301.9601497,354.4981938,240.3776229
455.3183045,263.5744678,271.763985,323.7093219,185.7469211
474.6944229,284.4235453,279.3127957,330.2204448,196.6726612
401.6807144,341.3418564,324.6069277,349.1018994,185.7472546
399.4745309,330.4766682,264.216096,316.3730491,292.6574053
387.5056604,328.3469578,339.7048948,322.6646246,242.6916822
367.7749755,315.5898242,347.8855851,398.7101856,271.2439909
426.0512648,221.9254956,277.054009,306.2371182,321.2093872
496.5817319,305.5857917,1.176555244,277.8909615,299.7946654
474.402361,278.2665737,347.2534751,451.1837858,314.0714734
387.5052168,279.0723406,332.1565449,480.6086819,335.4859773
410.6681788,346.0103041,274.9889768,397.3798753,221.2769605
455.3186002,284.2233479,324.607619,431.5666894,256.966965
455.3186002,312.45121,264.2152894,382.5252957,235.5522433
471.8508146,288.9749073,332.1557384,382.5254454,306.9332328
368.1304291,274.8761042,279.3133718,371.2552979,256.9683813
476.5043302,323.6146848,362.3520184,333.4859978,356.8993917
339.065734,267.7501305,294.4131824,467.3949441,86.86317346
481.9236812,276.3988263,314.7678365,323.6761024,249.8299228
412.6078477,300.2231751,249.1165158,407.9786467,271.2436641
339.0666212,275.9526257,256.6665939,431.567887,242.6914643
411.9182664,275.8904482,317.0574256,392.3339936,306.9334507
428.0326375,347.7991563,271.7665197,313.8668057,242.6916822
435.9433689,294.5200296,354.8027468,362.9116424,264.1035715
