5.450906201,5.208344311,2.208697522,6.756946702,0.949638505
7.428228129,7.378674511,35.25581841,7.784291118,2.008624977
7.73011763,8.928218308,36.74644639,73.52141621,6.064922648
6.947531596,16.73287954,27.28965644,192.4130015,6.587870675
9.740889462,31.35981412,202.091619,332.2422658,8.144981673
9.929514102,35.266234,628.4377338,378.6590477,7.486209322
9.597638323,6.722484937,642.6024576,411.2247448,7.859404244
23.2673549,36.69629226,864.6613503,400.1025526,9.175036595
24.22763383,43.63698813,918.6766368,408.9896067,8.532889318
38.45865563,6.802621094,1153.26719,396.8706717,8.71294358
31.94096716,35.16991652,1042.660249,399.7227224,10.72482145
40.7516148,899.8427106,1109.877758,435.6687171,553.4883996
35.52309969,1567.271766,1160.5545,410.8315226,678.4933677
41.94645678,1590.904125,1274.107318,414.5047545,861.121136
42.88043996,6.05584305,1341.675208,443.2124078,868.203257
41.35984128,1654.570147,1295.734635,486.7606529,891.8499276
212.9790627,1476.543798,1236.215764,557.2800795,869.2796683
210.1020154,1486.465865,1592.634185,491.9912115,819.0619485
306.5073428,1400.884224,3.877401041,492.5721737,848.4958911
338.3255322,1665.711387,1176.956704,533.6973109,851.8823772
456.3993259,1553.76253,1163.81355,506.9451662,873.0215282
463.7786663,1495.745864,1341.696127,499.7544173,874.5071597
413.6592213,1431.469069,1303.261254,523.8555493,812.7280268
498.4223153,1780.307954,1274.109823,504.2805707,873.2686809
437.0078019,1769.850487,1303.067132,492.571625,830.8868708
517.0164248,1756.80507,1078.287758,503.3582423,851.8056017
422.0387455,1704.112203,1119.120238,391.8539879,849.7071464
566.535967,1448.291964,1144.875046,552.1389402,874.2844543
538.2000404,1501.786921,1142.62181,517.2175055,793.1455375
556.9094103,1414.145099,1148.083963,539.303701,860.8830422
471.2027482,1726.277203,1223.587532,492.5641622,6.146806319
569.8134065,1525.193207,1152.792849,565.9456778,816.7959469
466.9981313,1717.764949,1283.761326,557.0289236,854.6887577
474.1248579,1704.753495,1168.615029,494.7429353,798.3264246
490.8209277,1678.727211,1360.979835,538.4345179,786.4797856
569.4882933,1756.804276,1341.672409,522.7137179,766.7941399
533.7101593,1795.847377,1322.372496,515.7221296,825.8475548
461.9903292,1755.442942,1170.533991,529.4139377,826.6222215
580.4293454,1610.597513,1189.140058,514.884483,802.621191
595.473284,1521.525097,1225.932874,564.176596,844.7535892
540.2423021,1672.500003,1172.88096,616.2373107,920.721548
585.8996427,1400.457183,1332.023852,546.1510603,1432.497404
589.729073,1340.379359,1174.580043,492.9386817,842.6503923
454.0586009,1392.43014,1312.718193,558.8413011,797.3451575
588.6351836,1530.538029,1215.257628,565.316011,886.1267094
585.352796,1795.844993,1155.951708,538.1189526,886.2753842
602.0376668,1527.728316,1351.327743,521.210623,805.3751584
595.7470015,1527.447913,1196.889545,548.2043653,798.6639263
709.5373989,1704.752899,1315.895345,520.9772303,818.721781
681.6626159,1808.887034,1152.172376,534.6075465,780.4008723
